user_id,first_story_timestamp,first_comment_timestamp,first_seen,story_count,comment_count,event_count
from_endor,2019-09-09 15:27:55.000000 UTC,2019-04-19 16:02:13.000000 UTC,2019-04-19 16:02:13.000000 UTC,3,6,9
gatronicus,,2021-09-19 16:06:25.000000 UTC,2021-09-19 16:06:25.000000 UTC,,16,16
gelstudios,2013-05-18 03:40:33.000000 UTC,2013-01-14 13:17:30.000000 UTC,2013-01-14 13:17:30.000000 UTC,22,31,53
githubtest,,2020-06-19 08:47:06.000000 UTC,2020-06-19 08:47:06.000000 UTC,,1,1
grindelwal,,2014-12-24 14:11:38.000000 UTC,2014-12-24 14:11:38.000000 UTC,,1,1
hima_hydra,2020-06-16 20:07:36.000000 UTC,2020-06-16 20:15:24.000000 UTC,2020-06-16 20:07:36.000000 UTC,1,2,3
htrwaway73,,2022-09-14 12:56:36.000000 UTC,2022-09-14 12:56:36.000000 UTC,,1,1
iDoMagento,,2022-08-26 16:42:18.000000 UTC,2022-08-26 16:42:18.000000 UTC,,1,1
jennyfriek,2017-08-27 15:24:44.000000 UTC,2017-08-27 15:52:42.000000 UTC,2017-08-27 15:24:44.000000 UTC,2,1,3
jonbennett,,2011-02-15 23:41:24.000000 UTC,2011-02-15 23:41:24.000000 UTC,,1,1
kristapaul,,2008-08-22 04:55:15.000000 UTC,2008-08-22 04:55:15.000000 UTC,,3,3
kuhidarwin,2016-11-28 04:45:47.000000 UTC,2016-11-09 01:48:56.000000 UTC,2016-11-09 01:48:56.000000 UTC,7,4,11
mehdibs123,,2022-04-08 18:40:27.000000 UTC,2022-04-08 18:40:27.000000 UTC,,1,1
mgradowski,,2019-03-09 21:32:33.000000 UTC,2019-03-09 21:32:33.000000 UTC,,30,30
mikesaloxi,,2015-05-12 12:28:30.000000 UTC,2015-05-12 12:28:30.000000 UTC,,1,1
milofelipe,2010-04-29 11:13:12.000000 UTC,2010-03-15 10:29:50.000000 UTC,2010-03-15 10:29:50.000000 UTC,7,22,29
mjrbrennan,2015-01-13 03:57:38.000000 UTC,2015-01-13 06:45:23.000000 UTC,2015-01-13 03:57:38.000000 UTC,6,114,120
pbjorklund,2010-07-10 23:01:38.000000 UTC,2010-07-16 01:19:11.000000 UTC,2010-07-10 23:01:38.000000 UTC,16,34,50
pootpucker,,2019-12-10 16:54:28.000000 UTC,2019-12-10 16:54:28.000000 UTC,,11,11
postmaster,,2016-08-29 04:06:38.000000 UTC,2016-08-29 04:06:38.000000 UTC,,3,3
psmithsfhn,2020-07-01 15:18:55.000000 UTC,2020-05-04 23:34:28.000000 UTC,2020-05-04 23:34:28.000000 UTC,3,45,48
question11,2020-04-18 10:30:34.000000 UTC,2020-04-18 10:41:15.000000 UTC,2020-04-18 10:30:34.000000 UTC,5,19,24
r33fer-hax,,2018-06-06 17:04:28.000000 UTC,2018-06-06 17:04:28.000000 UTC,,1,1
rajanand02,,2014-09-08 07:12:54.000000 UTC,2014-09-08 07:12:54.000000 UTC,,3,3
rschloming,2016-01-21 18:30:34.000000 UTC,2015-07-31 21:19:25.000000 UTC,2015-07-31 21:19:25.000000 UTC,1,10,11
ryanhalper,,2013-07-01 23:41:18.000000 UTC,2013-07-01 23:41:18.000000 UTC,,1,1
sfimooncbd,2021-01-02 06:44:45.000000 UTC,2021-01-02 06:44:45.000000 UTC,2021-01-02 06:44:45.000000 UTC,1,1,2
streamer45,2016-09-06 12:03:24.000000 UTC,2016-09-06 14:57:05.000000 UTC,2016-09-06 12:03:24.000000 UTC,6,14,20
subhashchy,2019-10-05 09:52:50.000000 UTC,2020-02-12 11:52:12.000000 UTC,2019-10-05 09:52:50.000000 UTC,5,5,10
swintegral,,2020-06-01 22:30:30.000000 UTC,2020-06-01 22:30:30.000000 UTC,,1,1
tasty-anus,,2019-05-23 02:08:20.000000 UTC,2019-05-23 02:08:20.000000 UTC,,1,1
techwizz69,2021-03-29 20:46:56.000000 UTC,2021-03-17 17:45:48.000000 UTC,2021-03-17 17:45:48.000000 UTC,1,3,4
tiggermanh,,2012-08-07 19:06:26.000000 UTC,2012-08-07 19:06:26.000000 UTC,,1,1
timmoreton,,2019-07-22 17:08:54.000000 UTC,2019-07-22 17:08:54.000000 UTC,,1,1
tommaxwell,2012-12-11 09:42:45.000000 UTC,2012-11-28 12:31:53.000000 UTC,2012-11-28 12:31:53.000000 UTC,80,95,175
trumpthrow,,2021-01-09 00:39:34.000000 UTC,2021-01-09 00:39:34.000000 UTC,,5,5
vmonegatto,,2020-11-03 22:21:31.000000 UTC,2020-11-03 22:21:31.000000 UTC,,1,1
wpcreative,2022-04-29 07:07:26.000000 UTC,2022-04-29 07:07:27.000000 UTC,2022-04-29 07:07:26.000000 UTC,1,1,2
yaalimadad,2017-06-15 08:12:42.000000 UTC,2017-06-15 08:13:16.000000 UTC,2017-06-15 08:12:42.000000 UTC,1,1,2
zagnut8088,,2015-03-28 05:13:44.000000 UTC,2015-03-28 05:13:44.000000 UTC,,1,1
0xb0565e486,,2021-01-27 00:46:54.000000 UTC,2021-01-27 00:46:54.000000 UTC,,19,19
3yanlis1bos,,2022-11-06 07:23:41.000000 UTC,2022-11-06 07:23:41.000000 UTC,,1,1
FELICIA-JOY,,2013-08-09 13:43:04.000000 UTC,2013-08-09 13:43:04.000000 UTC,,4,4
FeelTheBern,,2016-01-18 14:37:17.000000 UTC,2016-01-18 14:37:17.000000 UTC,,1,1
HowardMills,,2009-12-11 21:08:02.000000 UTC,2009-12-11 21:08:02.000000 UTC,,1,1
Lucy-Lander,,2016-07-27 17:39:02.000000 UTC,2016-07-27 17:39:02.000000 UTC,,1,1
Nevaeh88888,,2012-04-23 17:48:56.000000 UTC,2012-04-23 17:48:56.000000 UTC,,2,2
SambalOelek,,2020-07-01 14:47:14.000000 UTC,2020-07-01 14:47:14.000000 UTC,,11,11
TheXenocide,,2009-07-07 19:04:28.000000 UTC,2009-07-07 19:04:28.000000 UTC,,7,7
Tinaquobyte,2019-11-01 18:30:35.000000 UTC,2019-11-02 17:34:13.000000 UTC,2019-11-01 18:30:35.000000 UTC,3,2,5
YesProcrast,2016-05-03 15:02:17.000000 UTC,2014-05-10 00:51:58.000000 UTC,2014-05-10 00:51:58.000000 UTC,4,10,14
aheironimus,2019-06-04 18:32:10.000000 UTC,2019-06-06 16:33:31.000000 UTC,2019-06-04 18:32:10.000000 UTC,1,1,2
anonDNMuser,,2014-11-06 17:31:22.000000 UTC,2014-11-06 17:31:22.000000 UTC,,2,2
anonhuawang,,2022-09-21 02:32:29.000000 UTC,2022-09-21 02:32:29.000000 UTC,,3,3
apple314159,2017-12-20 22:46:38.000000 UTC,2014-01-19 12:57:57.000000 UTC,2014-01-19 12:57:57.000000 UTC,1,17,18
bananaeater,,2019-04-29 20:18:54.000000 UTC,2019-04-29 20:18:54.000000 UTC,,14,14
bitexploder,2011-03-18 15:32:14.000000 UTC,2010-12-23 17:13:15.000000 UTC,2010-12-23 17:13:15.000000 UTC,2,1645,1647
bleamishboy,,2016-11-11 07:49:59.000000 UTC,2016-11-11 07:49:59.000000 UTC,,3,3
cantbetaken,,2021-09-30 11:44:35.000000 UTC,2021-09-30 11:44:35.000000 UTC,,1,1
data_travel,,2019-11-08 13:28:28.000000 UTC,2019-11-08 13:28:28.000000 UTC,,1,1
deepdmistry,2021-06-03 13:23:12.000000 UTC,2020-07-15 00:32:17.000000 UTC,2020-07-15 00:32:17.000000 UTC,1,34,35
discodancer,2010-01-24 23:45:16.000000 UTC,2010-01-15 11:42:07.000000 UTC,2010-01-15 11:42:07.000000 UTC,2,2,4
dodgycrooks,,2017-08-02 17:30:59.000000 UTC,2017-08-02 17:30:59.000000 UTC,,1,1
fakhrazeyev,2012-01-28 18:44:10.000000 UTC,2012-05-29 15:16:31.000000 UTC,2012-01-28 18:44:10.000000 UTC,13,8,21
formerdroid,,2020-02-11 13:24:41.000000 UTC,2020-02-11 13:24:41.000000 UTC,,1,1
google-serf,,2014-02-10 08:47:29.000000 UTC,2014-02-10 08:47:29.000000 UTC,,10,10
govindjajoo,,2022-05-03 09:20:24.000000 UTC,2022-05-03 09:20:24.000000 UTC,,3,3
henrymosley,2022-04-11 07:19:49.000000 UTC,2022-04-11 07:11:37.000000 UTC,2022-04-11 07:11:37.000000 UTC,1,1,2
hthrowaway3,,2022-05-07 04:40:05.000000 UTC,2022-05-07 04:40:05.000000 UTC,,2,2
hunterwg_24,,2019-10-16 23:07:49.000000 UTC,2019-10-16 23:07:49.000000 UTC,,1,1
jatinahuja2,2011-06-08 05:56:11.000000 UTC,2011-07-08 15:46:16.000000 UTC,2011-06-08 05:56:11.000000 UTC,16,2,18
jkesselring,,2019-03-04 14:26:28.000000 UTC,2019-03-04 14:26:28.000000 UTC,,1,1
jodistanton,2021-12-29 20:43:58.000000 UTC,2021-12-29 20:44:16.000000 UTC,2021-12-29 20:43:58.000000 UTC,1,1,2
joecorcoran,2013-06-03 19:21:06.000000 UTC,2011-07-27 12:31:06.000000 UTC,2011-07-27 12:31:06.000000 UTC,3,11,14
johnny_1010,,2017-04-05 18:19:22.000000 UTC,2017-04-05 18:19:22.000000 UTC,,9,9
jpdevereaux,2012-12-17 10:25:07.000000 UTC,2012-12-17 10:30:44.000000 UTC,2012-12-17 10:25:07.000000 UTC,1,45,46
juandiaz123,,2021-05-21 20:51:37.000000 UTC,2021-05-21 20:51:37.000000 UTC,,1,1
mangofoobar,,2017-06-06 02:20:13.000000 UTC,2017-06-06 02:20:13.000000 UTC,,18,18
marcusdurst,,2018-04-12 19:34:55.000000 UTC,2018-04-12 19:34:55.000000 UTC,,1,1
meiparsable,,2016-11-07 17:12:22.000000 UTC,2016-11-07 17:12:22.000000 UTC,,5,5
mikaelhardo,,2017-06-26 08:50:46.000000 UTC,2017-06-26 08:50:46.000000 UTC,,1,1
modelthrows,,2020-06-27 13:04:40.000000 UTC,2020-06-27 13:04:40.000000 UTC,,1,1
nishantrana,,2015-03-26 12:00:34.000000 UTC,2015-03-26 12:00:34.000000 UTC,,2,2
norma_clyde,2018-07-05 20:52:15.000000 UTC,2018-07-05 20:52:33.000000 UTC,2018-07-05 20:52:15.000000 UTC,1,1,2
parkerposey,,2010-05-20 05:47:30.000000 UTC,2010-05-20 05:47:30.000000 UTC,,1,1
plattegrond,2018-07-02 18:15:05.000000 UTC,2018-06-28 06:54:20.000000 UTC,2018-06-28 06:54:20.000000 UTC,1,9,10
punkster101,,2013-04-04 15:05:41.000000 UTC,2013-04-04 15:05:41.000000 UTC,,1,1
samselikoff,,2014-11-06 15:37:08.000000 UTC,2014-11-06 15:37:08.000000 UTC,,12,12
scottalpert,2013-11-12 20:32:11.000000 UTC,2013-03-07 14:09:50.000000 UTC,2013-03-07 14:09:50.000000 UTC,3,19,22
simmons5552,,2017-02-01 00:49:47.000000 UTC,2017-02-01 00:49:47.000000 UTC,,1,1
spacex_jobs,,2019-01-02 17:45:30.000000 UTC,2019-01-02 17:45:30.000000 UTC,,1,1
startupdaze,2007-03-31 01:15:42.000000 UTC,2007-04-04 07:06:48.000000 UTC,2007-03-31 01:15:42.000000 UTC,9,3,12
sunnymanokl,,2019-02-14 07:03:12.000000 UTC,2019-02-14 07:03:12.000000 UTC,,2,2
talibqayyum,2019-06-26 21:15:02.000000 UTC,2019-07-01 16:54:24.000000 UTC,2019-06-26 21:15:02.000000 UTC,2,1,3
techlawtech,,2016-02-22 20:44:57.000000 UTC,2016-02-22 20:44:57.000000 UTC,,1,1
terminal625,2020-03-23 03:37:16.000000 UTC,2020-01-30 17:11:29.000000 UTC,2020-01-30 17:11:29.000000 UTC,1,1,2
thedumpster,,2011-12-11 16:15:59.000000 UTC,2011-12-11 16:15:59.000000 UTC,,1,1
thestruggl3,,2022-01-13 23:56:49.000000 UTC,2022-01-13 23:56:49.000000 UTC,,1,1
throw_aw_ay,,2017-08-20 06:15:34.000000 UTC,2017-08-20 06:15:34.000000 UTC,,2,2
thrwaycolor,,2019-05-29 17:42:04.000000 UTC,2019-05-29 17:42:04.000000 UTC,,1,1
veritas3241,2015-12-09 18:38:34.000000 UTC,2015-02-02 22:09:08.000000 UTC,2015-02-02 22:09:08.000000 UTC,3,126,129
vgrigorescu,,2019-11-20 13:07:30.000000 UTC,2019-11-20 13:07:30.000000 UTC,,2,2
volkforlive,,2010-10-17 12:45:08.000000 UTC,2010-10-17 12:45:08.000000 UTC,,1,1
willwhitney,2011-10-28 02:17:39.000000 UTC,2011-10-28 02:23:41.000000 UTC,2011-10-28 02:17:39.000000 UTC,20,60,80
wjlkjkjlwef,,2022-03-02 04:21:15.000000 UTC,2022-03-02 04:21:15.000000 UTC,,2,2
wobblytable,,2021-08-19 10:34:00.000000 UTC,2021-08-19 10:34:00.000000 UTC,,1,1
zer0rootkid,,2021-10-29 11:42:31.000000 UTC,2021-10-29 11:42:31.000000 UTC,,2,2
319e82aff522,2019-12-30 04:57:16.000000 UTC,2019-12-30 20:52:16.000000 UTC,2019-12-30 04:57:16.000000 UTC,2,3,5
LaughingGoat,,2017-06-08 04:25:32.000000 UTC,2017-06-08 04:25:32.000000 UTC,,2,2
MelissPiazza,2022-09-19 07:21:57.000000 UTC,2022-09-19 07:21:57.000000 UTC,2022-09-19 07:21:57.000000 UTC,1,1,2
ProfBernardo,,2018-07-27 20:16:24.000000 UTC,2018-07-27 20:16:24.000000 UTC,,12,12
Seagrizzlers,,2018-10-17 01:40:09.000000 UTC,2018-10-17 01:40:09.000000 UTC,,1,1
Zainleathers,,2021-01-25 05:45:33.000000 UTC,2021-01-25 05:45:33.000000 UTC,,3,3
akshay_kolte,2021-01-03 17:21:46.000000 UTC,2021-01-03 17:21:46.000000 UTC,2021-01-03 17:21:46.000000 UTC,1,2,3
aman_abhishk,,2013-10-26 08:49:15.000000 UTC,2013-10-26 08:49:15.000000 UTC,,5,5
an_mp_speaks,2020-11-23 22:43:43.000000 UTC,2021-04-12 16:34:51.000000 UTC,2020-11-23 22:43:43.000000 UTC,3,7,10
andregumieri,2018-11-14 13:31:11.000000 UTC,2019-01-07 13:41:18.000000 UTC,2018-11-14 13:31:11.000000 UTC,1,3,4
arjunbazinga,2018-06-09 19:13:01.000000 UTC,2020-04-22 17:43:30.000000 UTC,2018-06-09 19:13:01.000000 UTC,3,1,4
balpreetbrar,2015-08-23 00:02:34.000000 UTC,2015-09-04 18:49:44.000000 UTC,2015-08-23 00:02:34.000000 UTC,11,1,12
bel_marinaio,,2016-04-26 10:27:14.000000 UTC,2016-04-26 10:27:14.000000 UTC,,28,28
briandeweese,,2011-02-28 20:45:02.000000 UTC,2011-02-28 20:45:02.000000 UTC,,1,1
cardinalfang,,2014-03-07 16:05:59.000000 UTC,2014-03-07 16:05:59.000000 UTC,,52,52
creatinePump,2015-03-02 14:56:01.000000 UTC,2015-03-02 16:39:45.000000 UTC,2015-03-02 14:56:01.000000 UTC,1,1,2
electricblue,,2015-04-30 19:44:40.000000 UTC,2015-04-30 19:44:40.000000 UTC,,58,58
eouiededuedu,,2021-09-24 16:22:11.000000 UTC,2021-09-24 16:22:11.000000 UTC,,1,1
ergljkjlkerg,,2022-03-14 21:46:38.000000 UTC,2022-03-14 21:46:38.000000 UTC,,5,5
fdschoeneman,2009-01-25 01:52:15.000000 UTC,2008-04-16 18:07:05.000000 UTC,2008-04-16 18:07:05.000000 UTC,7,131,138
fersaysrelax,,2015-03-31 20:15:07.000000 UTC,2015-03-31 20:15:07.000000 UTC,,1,1
grahamperich,2019-03-28 16:45:23.000000 UTC,2017-07-06 23:39:15.000000 UTC,2017-07-06 23:39:15.000000 UTC,2,20,22
grantjpowell,2020-05-15 21:12:32.000000 UTC,2020-08-04 20:44:13.000000 UTC,2020-05-15 21:12:32.000000 UTC,5,31,36
gtrhtrhtrhtr,,2020-11-18 22:06:12.000000 UTC,2020-11-18 22:06:12.000000 UTC,,31,31
howardscottj,,2012-10-09 19:32:39.000000 UTC,2012-10-09 19:32:39.000000 UTC,,1,1
ilovejosysss,,2022-04-05 03:07:01.000000 UTC,2022-04-05 03:07:01.000000 UTC,,1,1
indeedwhynot,,2016-07-09 02:25:29.000000 UTC,2016-07-09 02:25:29.000000 UTC,,3,3
joaodarussia,2022-08-15 04:34:07.000000 UTC,2022-08-15 15:29:01.000000 UTC,2022-08-15 04:34:07.000000 UTC,1,2,3
kingofqueens,,2011-07-05 18:38:14.000000 UTC,2011-07-05 18:38:14.000000 UTC,,1,1
kubenaught11,,2018-11-06 19:06:10.000000 UTC,2018-11-06 19:06:10.000000 UTC,,1,1
linuxconvert,2009-08-17 17:27:16.000000 UTC,2009-08-17 18:05:58.000000 UTC,2009-08-17 17:27:16.000000 UTC,1,9,10
mariellamaga,,2020-03-24 05:28:18.000000 UTC,2020-03-24 05:28:18.000000 UTC,,1,1
matthewwolfe,,2022-07-03 00:52:02.000000 UTC,2022-07-03 00:52:02.000000 UTC,,31,31
nextscenario,2022-08-03 08:24:03.000000 UTC,2022-08-03 08:24:05.000000 UTC,2022-08-03 08:24:03.000000 UTC,1,1,2
niknamelogin,2015-10-19 12:05:10.000000 UTC,2015-03-06 22:11:42.000000 UTC,2015-03-06 22:11:42.000000 UTC,2,2,4
nimitzeoauto,,2020-04-15 07:12:33.000000 UTC,2020-04-15 07:12:33.000000 UTC,,3,3
oldandboring,,2019-05-06 17:46:15.000000 UTC,2019-05-06 17:46:15.000000 UTC,,59,59
palashmohane,2018-03-23 01:49:58.000000 UTC,2018-04-07 06:03:56.000000 UTC,2018-03-23 01:49:58.000000 UTC,60,1,61
patrickfreed,,2017-07-06 04:14:27.000000 UTC,2017-07-06 04:14:27.000000 UTC,,8,8
quantumabyss,,2022-03-03 18:57:35.000000 UTC,2022-03-03 18:57:35.000000 UTC,,1,1
romanitalian,,2021-05-21 14:54:22.000000 UTC,2021-05-21 14:54:22.000000 UTC,,2,2
scotthartley,2017-03-27 20:13:25.000000 UTC,2017-03-27 20:16:53.000000 UTC,2017-03-27 20:13:25.000000 UTC,1,1,2
screwed-over,,2018-09-18 18:11:23.000000 UTC,2018-09-18 18:11:23.000000 UTC,,1,1
simianpirate,,2021-07-23 00:43:54.000000 UTC,2021-07-23 00:43:54.000000 UTC,,6,6
smooth_remmy,,2020-02-05 20:18:04.000000 UTC,2020-02-05 20:18:04.000000 UTC,,30,30
sushantanand,2009-11-22 19:29:31.000000 UTC,2009-11-20 23:17:09.000000 UTC,2009-11-20 23:17:09.000000 UTC,1,2,3
understand17,,2015-10-24 17:59:34.000000 UTC,2015-10-24 17:59:34.000000 UTC,,4,4
veganhouseDJ,,2022-03-03 20:21:08.000000 UTC,2022-03-03 20:21:08.000000 UTC,,50,50
violajsilver,,2016-05-11 09:02:35.000000 UTC,2016-05-11 09:02:35.000000 UTC,,1,1
vivekmadurai,,2013-10-03 08:07:24.000000 UTC,2013-10-03 08:07:24.000000 UTC,,3,3
yonoataraxia,,2018-05-15 09:10:05.000000 UTC,2018-05-15 09:10:05.000000 UTC,,25,25
AaronNewcomer,2018-08-07 17:35:30.000000 UTC,2015-05-21 20:04:32.000000 UTC,2015-05-21 20:04:32.000000 UTC,6,61,67
CharlieEadwyn,,2021-04-23 17:39:54.000000 UTC,2021-04-23 17:39:54.000000 UTC,,1,1
Geraldmalvo77,,2020-08-04 00:38:21.000000 UTC,2020-08-04 00:38:21.000000 UTC,,1,1
Masoodmustafa,,2022-04-17 22:29:22.000000 UTC,2022-04-17 22:29:22.000000 UTC,,2,2
Sardonosphere,,2018-08-10 16:07:51.000000 UTC,2018-08-10 16:07:51.000000 UTC,,1,1
Trailing2Dots,,2020-11-20 15:55:26.000000 UTC,2020-11-20 15:55:26.000000 UTC,,2,2
aNapierkowski,,2017-04-12 15:44:22.000000 UTC,2017-04-12 15:44:22.000000 UTC,,2,2
andreachimney,,2020-01-13 21:10:38.000000 UTC,2020-01-13 21:10:38.000000 UTC,,4,4
beardofbinary,,2013-02-20 11:04:27.000000 UTC,2013-02-20 11:04:27.000000 UTC,,1,1
birdieveritas,,2022-01-14 12:55:56.000000 UTC,2022-01-14 12:55:56.000000 UTC,,1,1
cov1dnineteen,,2020-04-03 02:12:27.000000 UTC,2020-04-03 02:12:27.000000 UTC,,1,1
crpietschmann,2020-05-11 14:12:33.000000 UTC,2022-08-26 15:20:56.000000 UTC,2020-05-11 14:12:33.000000 UTC,46,1,47
cultdeadcovid,2021-11-14 18:58:17.000000 UTC,2021-11-14 18:58:18.000000 UTC,2021-11-14 18:58:17.000000 UTC,1,3,4
dipakmehara05,,2016-01-20 14:51:03.000000 UTC,2016-01-20 14:51:03.000000 UTC,,1,1
elonlebouvich,2021-10-22 04:04:49.000000 UTC,2021-10-22 04:05:18.000000 UTC,2021-10-22 04:04:49.000000 UTC,1,1,2
essambastwesi,2015-03-17 21:16:33.000000 UTC,2015-03-17 21:38:18.000000 UTC,2015-03-17 21:16:33.000000 UTC,1,2,3
fuckthewhites,,2019-10-30 08:12:54.000000 UTC,2019-10-30 08:12:54.000000 UTC,,1,1
fungusAmongUs,,2018-04-14 15:12:28.000000 UTC,2018-04-14 15:12:28.000000 UTC,,2,2
fwdpropaganda,2017-07-25 11:57:13.000000 UTC,2017-06-17 10:32:03.000000 UTC,2017-06-17 10:32:03.000000 UTC,7,684,691
golanghacker4,,2015-04-29 18:20:22.000000 UTC,2015-04-29 18:20:22.000000 UTC,,3,3
hcorreasuarez,,2018-06-08 17:37:28.000000 UTC,2018-06-08 17:37:28.000000 UTC,,2,2
matyasrichter,,2022-02-04 18:12:50.000000 UTC,2022-02-04 18:12:50.000000 UTC,,30,30
mikhailabordo,2020-06-04 04:48:58.000000 UTC,2020-06-04 05:01:48.000000 UTC,2020-06-04 04:48:58.000000 UTC,21,3,24
missingPieces,,2018-11-17 21:09:18.000000 UTC,2018-11-17 21:09:18.000000 UTC,,2,2
nobodyspecial,,2011-04-27 14:04:23.000000 UTC,2011-04-27 14:04:23.000000 UTC,,5,5
ortheopposite,,2019-01-19 13:55:02.000000 UTC,2019-01-19 13:55:02.000000 UTC,,2,2
rafaelhaseyes,,2022-06-10 21:08:08.000000 UTC,2022-06-10 21:08:08.000000 UTC,,1,1
rayscondition,,2015-10-01 19:33:54.000000 UTC,2015-10-01 19:33:54.000000 UTC,,4,4
ryandougherty,2020-04-07 15:44:23.000000 UTC,2020-05-30 23:19:10.000000 UTC,2020-04-07 15:44:23.000000 UTC,14,1,15
s0l1dsnak3123,2009-09-13 19:21:11.000000 UTC,2012-11-26 17:53:09.000000 UTC,2009-09-13 19:21:11.000000 UTC,12,142,154
snorlaxmorlax,2022-10-04 12:29:15.000000 UTC,2022-09-29 11:04:38.000000 UTC,2022-09-29 11:04:38.000000 UTC,1,4,5
throwaway6767,,2022-02-04 23:09:19.000000 UTC,2022-02-04 23:09:19.000000 UTC,,1,1
throwaway7487,,2014-02-17 20:44:03.000000 UTC,2014-02-17 20:44:03.000000 UTC,,1,1
throwawy91316,,2016-09-14 03:15:29.000000 UTC,2016-09-14 03:15:29.000000 UTC,,1,1
twstdsistrs84,,2021-09-09 19:19:55.000000 UTC,2021-09-09 19:19:55.000000 UTC,,5,5
DabbyDabberson,,2020-05-07 16:37:32.000000 UTC,2020-05-07 16:37:32.000000 UTC,,27,27
DonaldPShimoda,2021-03-09 19:39:55.000000 UTC,2017-03-05 17:58:00.000000 UTC,2017-03-05 17:58:00.000000 UTC,2,522,524
EverywhereTrip,2022-02-12 21:32:10.000000 UTC,2021-06-12 02:53:41.000000 UTC,2021-06-12 02:53:41.000000 UTC,1,15,16
FlimFlamManolo,,2018-04-05 17:58:21.000000 UTC,2018-04-05 17:58:21.000000 UTC,,1,1
TheMichaelJohn,2021-07-12 15:46:03.000000 UTC,2021-07-12 15:53:48.000000 UTC,2021-07-12 15:46:03.000000 UTC,1,4,5
Vampires123432,,2016-07-21 15:49:36.000000 UTC,2016-07-21 15:49:36.000000 UTC,,21,21
aeuth93hot90hu,,2012-08-09 20:40:09.000000 UTC,2012-08-09 20:40:09.000000 UTC,,1,1
agilecharacter,,2019-08-15 05:54:04.000000 UTC,2019-08-15 05:54:04.000000 UTC,,1,1
alejandro_0213,,2021-11-30 16:36:12.000000 UTC,2021-11-30 16:36:12.000000 UTC,,1,1
catholicworker,,2018-10-24 00:42:02.000000 UTC,2018-10-24 00:42:02.000000 UTC,,1,1
commandshift90,,2016-05-18 13:31:34.000000 UTC,2016-05-18 13:31:34.000000 UTC,,5,5
contactproject,2021-12-06 14:16:31.000000 UTC,2021-12-06 14:16:32.000000 UTC,2021-12-06 14:16:31.000000 UTC,1,1,2
corecirculator,,2007-12-08 02:06:12.000000 UTC,2007-12-08 02:06:12.000000 UTC,,20,20
crazed_climber,,2013-10-21 18:34:31.000000 UTC,2013-10-21 18:34:31.000000 UTC,,2,2
dogismycopilot,2019-07-11 00:24:02.000000 UTC,2016-09-22 23:26:13.000000 UTC,2016-09-22 23:26:13.000000 UTC,1,26,27
filthyanimal22,2019-07-05 15:35:30.000000 UTC,2019-07-06 02:19:48.000000 UTC,2019-07-05 15:35:30.000000 UTC,1,2,3
jaredstenquist,2010-09-13 22:38:36.000000 UTC,2010-08-11 13:20:09.000000 UTC,2010-08-11 13:20:09.000000 UTC,9,120,129
jestersidekick,,2016-11-10 23:00:03.000000 UTC,2016-11-10 23:00:03.000000 UTC,,1,1
kennedycollins,2017-05-02 19:55:39.000000 UTC,2018-03-15 20:07:17.000000 UTC,2017-05-02 19:55:39.000000 UTC,9,3,12
language_ninja,,2017-07-06 02:51:40.000000 UTC,2017-07-06 02:51:40.000000 UTC,,1,1
marketdroid933,,2019-07-22 13:49:43.000000 UTC,2019-07-22 13:49:43.000000 UTC,,2,2
natethegreat89,,2021-08-15 01:56:10.000000 UTC,2021-08-15 01:56:10.000000 UTC,,2,2
nickstinemates,2013-07-22 17:03:12.000000 UTC,2013-06-19 02:57:57.000000 UTC,2013-06-19 02:57:57.000000 UTC,12,712,724
onlycommenting,,2015-11-18 12:58:41.000000 UTC,2015-11-18 12:58:41.000000 UTC,,13,13
parasite______,,2019-12-03 00:24:40.000000 UTC,2019-12-03 00:24:40.000000 UTC,,1,1
praveenkumar31,2015-08-24 22:46:23.000000 UTC,2018-06-28 09:15:58.000000 UTC,2015-08-24 22:46:23.000000 UTC,23,1,24
solatidorimafa,,2015-04-05 22:12:39.000000 UTC,2015-04-05 22:12:39.000000 UTC,,1,1
survivingtrump,,2016-11-09 07:38:38.000000 UTC,2016-11-09 07:38:38.000000 UTC,,1,1
technicalotter,2018-02-17 19:50:19.000000 UTC,2018-03-02 01:27:41.000000 UTC,2018-02-17 19:50:19.000000 UTC,2,1,3
throwairway123,,2019-09-20 02:19:30.000000 UTC,2019-09-20 02:19:30.000000 UTC,,1,1
throwaway59229,,2018-06-03 11:18:44.000000 UTC,2018-06-03 11:18:44.000000 UTC,,6,6
tort_artificer,2016-04-27 21:37:34.000000 UTC,2016-04-27 22:15:38.000000 UTC,2016-04-27 21:37:34.000000 UTC,1,1,2
tossawayacount,,2015-07-18 09:02:07.000000 UTC,2015-07-18 09:02:07.000000 UTC,,1,1
twilightcircus,,2018-06-17 00:40:53.000000 UTC,2018-06-17 00:40:53.000000 UTC,,1,1
whateverthisis,2020-03-13 13:20:11.000000 UTC,2019-11-21 15:56:14.000000 UTC,2019-11-21 15:56:14.000000 UTC,1,1,2
8v-0q_6-drhjp9x,,2020-07-23 03:43:27.000000 UTC,2020-07-23 03:43:27.000000 UTC,,1,1
JustinSeriously,2009-12-09 18:02:06.000000 UTC,2010-03-01 04:10:49.000000 UTC,2009-12-09 18:02:06.000000 UTC,16,63,79
YourSavingGrace,,2019-11-12 17:57:00.000000 UTC,2019-11-12 17:57:00.000000 UTC,,1,1
